sample_id,legacy_test_sample_id,orig_index,tissue_name,gt_instance_count,gt_empty,density_bin,prediction_status,included_E1,included_E2,included_E3,pred_instance_count,bpq,dq,sq,aji_kumar,aji_plus,dice,tp,fp,fn,matched_iou_sum,fn_merged,fn_complex,fn_true_miss,fn_low_iou,fp_split,fp_complex,fp_spurious,fp_low_iou
fold3_0000010,sa_0004956,10,Breast,11,0,"[10,25)",AVAILABLE,1,1,1,7,0.5408957396429531,0.6666666666666666,0.8113436094644297,0.553997285594261,0.5038156627398681,0.8446568458392866,6,1,5,4.868062468130188,2,0,3,0,0,0,0,1
fold3_0000011,sa_0004957,11,Breast,14,0,"[10,25)",AVAILABLE,1,1,1,14,0.625785434514555,0.7857142857142857,0.796454189382161,0.7100396301188904,0.7100396301188904,0.8304364619544226,11,3,3,8.76099687965796,0,0,3,0,0,0,3,0
fold3_0000012,sa_0004958,12,Breast,23,0,"[10,25)",AVAILABLE,1,1,1,17,0.6840611426398047,0.8,0.8550764282997558,0.8030175556677324,0.8030175556677324,0.8963479126485411,16,1,7,13.681223707872523,0,0,7,0,1,0,0,0
fold3_0000013,sa_0004959,13,Breast,11,0,"[10,25)",AVAILABLE,1,1,1,10,0.5805735645602891,0.7619047619047619,0.7620028034853795,0.5431549124759688,0.5570054945054945,0.7892956918100279,8,2,3,6.096023189885839,2,0,1,0,0,0,1,1
fold3_0000014,sa_0004960,14,Breast,10,0,"[10,25)",AVAILABLE,1,1,1,9,0.5643943737159458,0.7368421052631579,0.7659637929002122,0.6259751212312882,0.6259751212312882,0.8056275933609959,7,2,3,5.361747316265278,0,0,3,0,1,0,1,0
fold3_0000015,sa_0004961,15,Breast,17,0,"[10,25)",AVAILABLE,1,1,1,12,0.6364641986486865,0.7586206896551724,0.8389755345823596,0.6619618913196895,0.7042701495567436,0.8939008894536213,11,1,6,9.22873171938149,3,0,3,0,0,0,0,1
fold3_0000016,sa_0004962,16,Breast,15,0,"[10,25)",AVAILABLE,1,1,1,8,0.41577985786595567,0.5217391304347826,0.7969113942430818,0.40603638048893526,0.4193374836676658,0.7590837710510641,6,2,9,4.781469162369885,3,0,5,1,0,0,0,2
fold3_0000017,sa_0004963,17,Breast,17,0,"[10,25)",AVAILABLE,1,1,1,14,0.779735510409788,0.9032258064516129,0.8632786008108367,0.8450478118238292,0.8450478118238292,0.9160172505107059,14,0,3,12.085901274630315,0,0,3,0,0,0,0,0
fold3_0000018,sa_0004964,18,Breast,10,0,"[10,25)",AVAILABLE,1,1,1,8,0.7482755340472164,0.8888888888888888,0.8418099758031184,0.6645551396487187,0.6645551396487187,0.7984777720117626,8,0,2,6.734480648234923,0,0,2,0,0,0,0,0
fold3_0000019,sa_0004965,19,Breast,9,0,"[1,10)",AVAILABLE,1,1,1,6,0.6946361921361012,0.8,0.8682952401701264,0.7380185050421042,0.7380185050421042,0.8492642660605335,6,0,3,5.209772309315999,0,0,3,0,0,0,0,0
